featurePair,variable,median,HPD_l,HPD_u
VS-VO,r_2_1,7.509722935816673,2.96446288603222,13.828270384915022
VS-VO,r_3_1,1.163261654981401,0.0735253561993812,3.493444461441846
VS-VO,r_4_1,0.4829439777907063,0.03730770565913088,1.6980037454831867
VS-VO,r_1_2,1.709763039321083,0.6565470407227803,3.379968075923631
VS-VO,r_3_2,0.905907431423078,0.04033377895219073,3.337397410069766
VS-VO,r_4_2,7.891526882907695,2.6231449956107515,15.523042818123077
VS-VO,r_1_3,0.12681792212826723,0.024297376197909847,0.3037346479438162
VS-VO,r_2_3,0.15731346626078407,0.01541235442797607,0.4712369938122342
VS-VO,r_4_3,0.26147676691310806,0.03709895301592345,0.7734439971907909
VS-VO,r_1_4,0.70014687853457,0.19343548965884652,1.5922918765757357
VS-VO,r_2_4,6.357245921607053,2.0688516795634597,12.523862624542062
VS-VO,r_3_4,0.8622676773545985,0.10421669896035703,3.2266904062462403
VS-VO,e1,0.5873993736189391,0.5213906335496931,0.660259681944975
VS-VO,e2,0.17936619600292425,0.13242930586445578,0.22578733411470936
VS-VO,e3,0.04636063226613508,0.020661099153703216,0.07296511892201875
VS-VO,e4,0.1836349212560332,0.13495909625691535,0.23428646705955175
VS-PN,r_2_1,5.507461116434424,2.228581190933193,11.055768451411748
VS-PN,r_3_1,1.4735506478415858,0.08173972858172995,4.2365856047345405
VS-PN,r_4_1,0.6173704479326254,0.031571218626171585,2.390363187043417
VS-PN,r_1_2,0.9126559339256239,0.2654800409923138,1.9117921263342974
VS-PN,r_3_2,1.0627434297579277,0.028473052114019765,3.5252896367143
VS-PN,r_4_2,5.9542074432454974,2.4720223996212085,12.27312473886673
VS-PN,r_1_3,0.3671942897323913,0.10491000102614849,0.7851962214340603
VS-PN,r_2_3,0.23118602565755275,0.041693245295644735,0.6975287882933225
VS-PN,r_4_3,0.3078765936425688,0.04249840341437075,0.8802537988252648
VS-PN,r_1_4,0.32263103443436547,0.07432713838188984,0.805953499269159
VS-PN,r_2_4,6.2094100083510915,2.198050530348504,12.291901119890397
VS-PN,r_3_4,0.9241355428345042,0.0359037187477008,3.100090581832041
VS-PN,e1,0.6141536912615573,0.5372912425678079,0.6828201356882747
VS-PN,e2,0.13696815954872346,0.09604610946361539,0.18461716775574188
VS-PN,e3,0.08048577702419535,0.046231245365893486,0.12327733474313562
VS-PN,e4,0.16269011123081834,0.11567423800506021,0.2179244238485278
VS-NG,r_2_1,9.183232095134468,4.154096299594564,18.55137797949959
VS-NG,r_3_1,1.5226870763565477,0.11656042171321368,5.028007913052628
VS-NG,r_4_1,0.5332378445384249,0.03597077528217534,1.7479885042804542
VS-NG,r_1_2,1.302939964378854,0.4336738923320822,2.7439046852476006
VS-NG,r_3_2,1.0507037299611057,0.03842255693847632,3.5184590883955336
VS-NG,r_4_2,5.49387137916664,2.150469001726143,11.48981211175323
VS-NG,r_1_3,0.3923525747627089,0.135943817637693,0.8737448129955097
VS-NG,r_2_3,0.24867305345493365,0.015951039436764198,0.685339654284224
VS-NG,r_4_3,0.3490500315014674,0.05007747863017875,1.0049770305948909
VS-NG,r_1_4,0.35656752253427515,0.078285987140984,0.8343928370520701
VS-NG,r_2_4,5.708202465874131,2.247062153998498,12.083467747716167
VS-NG,r_3_4,0.6252398821011222,0.03146532505866423,2.4170932108672982
VS-NG,e1,0.6384475321477583,0.5715412076635011,0.7084160049891182
VS-NG,e2,0.11661113726632433,0.0793738041554666,0.1573594055731188
VS-NG,e3,0.09135372777433014,0.053233846665602255,0.1368368291070972
VS-NG,e4,0.1491469361665067,0.10355391276644975,0.19668404463972483
VS-NA,r_2_1,2.671300444241407,1.1501852448757703,4.874576712549135
VS-NA,r_3_1,1.4428936303552307,0.09100641787403982,3.3730036699773445
VS-NA,r_4_1,0.6379758920077823,0.06197746213173078,1.717601610487207
VS-NA,r_1_2,4.5692372812016995,1.8835366168044059,8.081046874544155
VS-NA,r_3_2,0.6766264194156028,0.07789283379204454,2.4522986562568243
VS-NA,r_4_2,5.00552789179888,1.725402880913965,9.520986116245822
VS-NA,r_1_3,0.29799183404191754,0.05663997631199776,0.7408202161735136
VS-NA,r_2_3,0.1992746969267401,0.02981411513221137,0.4629738095914706
VS-NA,r_4_3,1.2410965911421368,0.2885065981462303,2.7583639608677766
VS-NA,r_1_4,0.449596890916766,0.1245055929567414,1.082836482831845
VS-NA,r_2_4,1.6899725768229077,0.570116860394009,3.0424319069480728
VS-NA,r_3_4,0.37670689052356354,0.034890672230248006,1.2199763915416322
VS-NA,e1,0.2801211670908442,0.22126919755131247,0.342773238120215
VS-NA,e2,0.4538045378526351,0.3879306094977768,0.523793873128752
VS-NA,e3,0.12722432967308583,0.08493861299888693,0.17372344513165694
VS-NA,e4,0.13552327430361483,0.09260577372541748,0.18144512332087348
VS-ND,r_2_1,5.684928509439089,2.582705186091939,10.040132612685849
VS-ND,r_3_1,0.8391188034463979,0.08561179941744534,2.3946128769881745
VS-ND,r_4_1,0.5478827580423105,0.03891191908576778,1.6804363441384649
VS-ND,r_1_2,3.315446659153905,1.2780454032260669,6.1354929024886715
VS-ND,r_3_2,1.4104654481156085,0.2825059518184149,3.1953578660384587
VS-ND,r_4_2,2.6258540278004974,0.8064748921219395,5.740910705039626
VS-ND,r_1_3,0.506812403802023,0.12778070732465804,1.0662848553059445
VS-ND,r_2_3,0.5381284463568895,0.14604696810702042,1.0996532912831587
VS-ND,r_4_3,1.1427437060991856,0.2304609246655985,2.877766803320447
VS-ND,r_1_4,0.20577016056069322,0.03267055718085213,0.5233416904821383
VS-ND,r_2_4,0.9636511342625671,0.39965509635417346,1.954376348114682
VS-ND,r_3_4,0.5578599989028279,0.11562847330173837,1.480752317266727
VS-ND,e1,0.44482697708701524,0.3798686204320568,0.5142982905802699
VS-ND,e2,0.27846865279903815,0.22185259975327207,0.34244051172011297
VS-ND,e3,0.16888360852581547,0.11531652902744391,0.22248340466215913
VS-ND,e4,0.10390255590064762,0.06504871419030464,0.14491680170000348
VS-NNum,r_2_1,2.713706051861039,0.931931065231731,4.937034303468378
VS-NNum,r_3_1,2.5703549783556547,0.6981071353290635,5.298650609557438
VS-NNum,r_4_1,0.4823240782046336,0.06360442389376368,1.6278334503637688
VS-NNum,r_1_2,2.8139151582473687,0.9204723460006251,5.417659326209618
VS-NNum,r_3_2,1.73780526254082,0.27095178762146827,4.3517397430768545
VS-NNum,r_4_2,2.8836615555685605,0.8449061923429251,6.2247201969084
VS-NNum,r_1_3,2.2138490876176764,0.8139648740941864,4.250249550164451
VS-NNum,r_2_3,0.4334552108401716,0.09507318652016958,0.9320766816386349
VS-NNum,r_4_3,0.4716440904686708,0.04681609748754882,1.5025689062837488
VS-NNum,r_1_4,0.2139773950845092,0.020737455384993816,0.5725272060274736
VS-NNum,r_2_4,0.38438059574926536,0.08546076657641277,0.8597392366702244
VS-NNum,r_3_4,0.7737012391253161,0.14533442161611057,1.7870102454166128
VS-NNum,e1,0.31027758348604384,0.24800881843256542,0.3773735190738438
VS-NNum,e2,0.41709447592108345,0.34142516647823157,0.48380271749545
VS-NNum,e3,0.1756429655686025,0.12849332895659765,0.22972600665384507
VS-NNum,e4,0.09271448137838703,0.055619482784832135,0.13954869318814767
VS-NRc,r_2_1,3.009537401176889,0.7995885139465249,6.086965011384657
VS-NRc,r_3_1,11.847093582038545,4.871323707613374,23.513530480774754
VS-NRc,r_4_1,1.0722999001908966,0.07745168105025167,3.609990686834559
VS-NRc,r_1_2,1.8220024731771671,0.45815441854743855,3.6382719001036934
VS-NRc,r_3_2,0.7901031990903642,0.04892565261839087,2.368963014050304
VS-NRc,r_4_2,0.9497338391477186,0.06804679712680714,3.3274780240812825
VS-NRc,r_1_3,6.400641881670639,2.6524531126032973,12.16142695089945
VS-NRc,r_2_3,0.7121922835815764,0.06146781860241791,2.2749839754559287
VS-NRc,r_4_3,0.9001324745501538,0.06581695752035806,3.244570162164207
VS-NRc,r_1_4,0.13056233046049942,0.0136796962442465,0.323116269886192
VS-NRc,r_2_4,0.17116812671665682,0.012273184054975182,0.4935646418282803
VS-NRc,r_3_4,0.2851588522521098,0.03788834823759095,0.7414016679368785
VS-NRc,e1,0.43915092585655646,0.36443201469974223,0.5172648084083765
VS-NRc,e2,0.2682375932353319,0.1962026035992048,0.3460646377131745
VS-NRc,e3,0.2342373163139644,0.17474342730183687,0.3043783852108419
VS-NRc,e4,0.05131653445663284,0.023603721994099276,0.08800102692397636
VO-PN,r_2_1,2.189892444987298,0.07466065428236936,6.362286278538164
VO-PN,r_3_1,6.5410468883678154,2.2021282136150604,12.61155989354279
VO-PN,r_4_1,2.5622723045642526,0.8356093319887874,5.296915614032557
VO-PN,r_1_2,0.17461354859331363,0.0253002605313173,0.44036977595995846
VO-PN,r_3_2,0.475868584765484,0.03926240778371286,1.4591372467591623
VO-PN,r_4_2,0.6844186584726997,0.12532392468516468,1.5080201436832552
VO-PN,r_1_3,0.6299279359930318,0.16078932133587626,1.3222686856744397
VO-PN,r_2_3,0.7310361168209575,0.02886161311730321,2.734541428729921
VO-PN,r_4_3,1.2076332447347342,0.40243733455002334,2.5699214184286614
VO-PN,r_1_4,1.3349206874545625,0.47700127424513206,2.726227778691153
VO-PN,r_2_4,1.8616271943052145,0.04884366017861046,5.863038189519344
VO-PN,r_3_4,0.753436024253455,0.043680112560219767,2.687531029204539
VO-PN,e1,0.613902939427498,0.5398306047310975,0.6846724850564189
VO-PN,e2,0.060163414870369115,0.03167744864115696,0.09594193271734953
VO-PN,e3,0.0909225367658852,0.054273317829189066,0.13350378001131777
VO-PN,e4,0.22978453795825188,0.17486359436300059,0.29306842527189225
VO-NG,r_2_1,3.288600482879434,0.7475545623871668,7.066875200783069
VO-NG,r_3_1,4.663825832770191,1.7217931738135157,9.24909100350263
VO-NG,r_4_1,1.0768235058699749,0.23305039703368907,2.371739067637311
VO-NG,r_1_2,0.3143395550321597,0.08052418923451651,0.6672147514609363
VO-NG,r_3_2,0.35319261960337445,0.05225566828601325,1.0212078297917577
VO-NG,r_4_2,0.7648302033633703,0.18589614337524052,1.7024902245789368
VO-NG,r_1_3,1.0198003637996242,0.33171555838058286,2.0152491171152014
VO-NG,r_2_3,0.5437263188194588,0.04101989332536948,1.6033941183519977
VO-NG,r_4_3,2.5564871554032855,0.9015818790973922,4.940433707754433
VO-NG,r_1_4,0.7286645317463185,0.18095396631846913,1.6041604729568033
VO-NG,r_2_4,0.6136513151612286,0.01593094802663018,1.8937916869006577
VO-NG,r_3_4,1.331156944078536,0.25530363494508773,3.3522279615888153
VO-NG,e1,0.5844527134414349,0.5096808997273515,0.6574882433795118
VO-NG,e2,0.08256605591589669,0.04725510218506637,0.12326383309951182
VO-NG,e3,0.16464005714601881,0.11411512225483213,0.21478004672062503
VO-NG,e4,0.16444556570396224,0.1152924304468417,0.21593015798043633
VO-NA,r_2_1,1.220286238511215,0.3819702777132886,2.537258067384875
VO-NA,r_3_1,1.4069672972714526,0.11730241713036027,3.520059122109093
VO-NA,r_4_1,0.6939473966662439,0.1801835170781843,1.572877568306674
VO-NA,r_1_2,2.6510434137613164,0.9920175388698558,5.337786114605038
VO-NA,r_3_2,0.46086396825026565,0.03338607854743301,1.5179371148466236
VO-NA,r_4_2,1.9567330091797166,0.6810333499159654,3.887621526467337
VO-NA,r_1_3,0.5571420523229489,0.10250745651309065,1.3181411571056922
VO-NA,r_2_3,0.2171203204623331,0.04396332592086827,0.5217367521785082
VO-NA,r_4_3,2.7020984342576098,1.024706561507924,5.114245675215765
VO-NA,r_1_4,0.6994256445864945,0.11381734744635086,1.8435175087231241
VO-NA,r_2_4,0.982463708884389,0.23513419616762818,2.1661474845849495
VO-NA,r_3_4,1.6353791139152734,0.2488310011602628,3.82421830978048
VO-NA,e1,0.22389427515445062,0.1649354323364898,0.2819866062372228
VO-NA,e2,0.4202209621202636,0.35014105806083684,0.49302963866037347
VO-NA,e3,0.18307880790256315,0.1305023804833047,0.23695645369330795
VO-NA,e4,0.16930371477205444,0.12540554064378262,0.22027189162554278
VO-ND,r_2_1,3.5002789240089056,1.4840043467956947,7.081957369934923
VO-ND,r_3_1,1.3310026120260599,0.306295014519341,3.1025727068908484
VO-ND,r_4_1,1.0428145687642534,0.26772756260662267,2.6036443753925407
VO-ND,r_1_2,2.119177131969242,0.6909196023233184,4.391471591820274
VO-ND,r_3_2,0.3156420909994164,0.023729979653489622,0.9583369748445931
VO-ND,r_4_2,1.006611820089256,0.21329550927144575,2.276323339175808
VO-ND,r_1_3,1.1599640705690613,0.35212198080001494,2.398121259788962
VO-ND,r_2_3,0.28449814201974016,0.05291630575449923,0.7502352556812946
VO-ND,r_4_3,3.5444288563813293,1.2891771041055278,6.846945360473237
VO-ND,r_1_4,0.4861613814831754,0.08377248713098827,1.1707859025246148
VO-ND,r_2_4,0.34892201186275784,0.035749213218364585,0.9809030859435082
VO-ND,r_3_4,2.5786431238671463,0.7938503221748395,5.72266465057063
VO-ND,e1,0.3527036086446461,0.2831641315475291,0.41936186507096146
VO-ND,e2,0.24163373667093882,0.18400961434285007,0.3041001696872077
VO-ND,e3,0.24100294384719007,0.18502360668211312,0.2992197291311411
VO-ND,e4,0.1608707836623342,0.11429657150642847,0.20937532290904656
VO-NNum,r_2_1,1.17223849940076,0.45860901541149307,2.363940452711786
VO-NNum,r_3_1,1.5592555293616024,0.27057650129546346,3.409888024845467
VO-NNum,r_4_1,0.5084684951391621,0.06933684974221349,1.4452007985465936
VO-NNum,r_1_2,0.8688200199889289,0.14468329355780335,1.9089137864142258
VO-NNum,r_3_2,0.49732439457185945,0.055649024979268824,1.5036473218650297
VO-NNum,r_4_2,2.4256959305462598,0.9126999399491744,4.872541382537558
VO-NNum,r_1_3,1.81297835338572,0.6467356673172244,3.5944301603233595
VO-NNum,r_2_3,0.31134948727416595,0.04003906079384477,0.7588057150484133
VO-NNum,r_4_3,3.597818738656936,1.2625249301699528,6.783309764345732
VO-NNum,r_1_4,0.47910287314919847,0.08167151732377792,1.175822859395455
VO-NNum,r_2_4,0.45019276128693375,0.08655554011375002,1.0402861918636939
VO-NNum,r_3_4,2.698489076984094,0.9919268271449129,5.397533196290574
VO-NNum,e1,0.2678048671206607,0.19931629246858423,0.33287873232044934
VO-NNum,e2,0.36024297087934454,0.28652230832309533,0.43178840078293795
VO-NNum,e3,0.22904314239549445,0.174586735304067,0.2981456722211001
VO-NNum,e4,0.14005656569019012,0.09621226084449944,0.1875166175288639
VO-NRc,r_2_1,1.6744977080227492,0.23304061373978074,3.8488465540804633
VO-NRc,r_3_1,3.5205236965370856,1.0095630316669912,7.274209865476409
VO-NRc,r_4_1,1.0577451197542138,0.0647686408116605,4.287259098006445
VO-NRc,r_1_2,1.5775312512794923,0.19376582796683595,3.8698583085023133
VO-NRc,r_3_2,1.414939266047054,0.23611938101830893,3.1172534845514783
VO-NRc,r_4_2,1.1541065982089407,0.05618576999039754,4.432543273154455
VO-NRc,r_1_3,4.131785262637938,1.1192265507696617,8.634899074441794
VO-NRc,r_2_3,1.8343107306187432,0.26246385057526506,4.799080215814699
VO-NRc,r_4_3,1.363377936853321,0.07678929511843707,5.0091676453861504
VO-NRc,r_1_4,0.17056116751270436,0.024608905958558663,0.46871479142685113
VO-NRc,r_2_4,0.25674431844479795,0.032933295351219846,0.6608946188359461
VO-NRc,r_3_4,0.18836331167156767,0.030737689826541965,0.49970590206117604
VO-NRc,e1,0.3076454895452352,0.22918390174093617,0.3774542802367026
VO-NRc,e2,0.2769344907839216,0.20024021928993244,0.3521142811625919
VO-NRc,e3,0.3662451211987626,0.28502942274885756,0.4454266594838108
VO-NRc,e4,0.046243425015621425,0.019961277359273135,0.08269483270190127
PN-NG,r_2_1,2.6339516557435694,0.46768402048168045,6.514441972215293
PN-NG,r_3_1,4.279792334225243,0.8132481375613206,9.741809170887402
PN-NG,r_4_1,3.6526129790369306,1.3153035615348627,7.872211868336852
PN-NG,r_1_2,0.15897650995110763,0.026497666151503885,0.4214918309909258
PN-NG,r_3_2,0.534634627782203,0.08303821419768362,1.5493066938125095
PN-NG,r_4_2,0.4033027257244405,0.055651476795198954,1.1155533909665687
PN-NG,r_1_3,0.468012903047057,0.11734581112610112,1.0343177223933444
PN-NG,r_2_3,0.5446770767703336,0.03870831474492354,1.8731109452978514
PN-NG,r_4_3,2.1495614784602015,0.5800692720823031,4.615344652211893
PN-NG,r_1_4,1.1700118479580697,0.26339445046914317,2.407048229099311
PN-NG,r_2_4,0.9352341877408876,0.05639295379017316,3.2710751903057007
PN-NG,r_3_4,1.1114964136228056,0.056536836203741496,3.8118733513817524
PN-NG,e1,0.6721879616029995,0.5984091851894257,0.74517567169572
PN-NG,e2,0.055194188262600696,0.02626548372198207,0.0916864054405902
PN-NG,e3,0.11144481524695204,0.06979460159565964,0.1569717503088033
PN-NG,e4,0.15722663216176577,0.10968878852768035,0.2163333068380682
